#name (cmd = mergePeaks -d given wtInsv__insvInsv wtElba3__elba3Elba3 wtElba2__elba2Elba2 wtElba1__elba1Elba1 Insv_ChIPnexus_narrowPeak_q10.bed Elba3_ChIPnexus_narrowPeak_q10.bed Elba2_ChIPnexus_narrowPeak_q5.bed Elba1_ChIPnexus_narrowPeak_q10.bed -venn merge2chip_q10_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	wtInsv__insvInsv	wtElba3__elba3Elba3	wtElba2__elba2Elba2	wtElba1__elba1Elba1	Insv_ChIPnexus_narrowPeak_q10.bed	Elba3_ChIPnexus_narrowPeak_q10.bed	Elba2_ChIPnexus_narrowPeak_q5.bed	Elba1_ChIPnexus_narrowPeak_q10.bed
Merged-chr3R-24903229-3	chr3R	24903026	24903607	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_4363a	diff__wtElba3_q20__elba3Elba3_q20_peak_5869			Insv_ChIPnexus_peak_11674			
Merged-chr3R-137503-5	chr3R	137112	138020	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	5	diff__wtInsv_q20__insvInsv_q20_peak_3166a,diff__wtInsv_q20__insvInsv_q20_peak_3166b	diff__wtElba3_q20__elba3Elba3_q20_peak_4268a,diff__wtElba3_q20__elba3Elba3_q20_peak_4268b			Insv_ChIPnexus_peak_8612a			
Merged-chr3L-8597235-3	chr3L	8596992	8597364	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2408	diff__wtElba3_q20__elba3Elba3_q20_peak_3313			Insv_ChIPnexus_peak_6564			
Merged-chr3L-8979860-3	chr3L	8979624	8980231	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2418	diff__wtElba3_q20__elba3Elba3_q20_peak_3338			Insv_ChIPnexus_peak_6616			
Merged-chr3L-9122719-4	chr3L	9122401	9123091	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_2427	diff__wtElba3_q20__elba3Elba3_q20_peak_3344a,diff__wtElba3_q20__elba3Elba3_q20_peak_3344b			Insv_ChIPnexus_peak_6636b			
Merged-chr2R-12473888-7	chr2R	12473084	12474665	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_1576a,diff__wtInsv_q20__insvInsv_q20_peak_1576b,diff__wtInsv_q20__insvInsv_q20_peak_1576c	diff__wtElba3_q20__elba3Elba3_q20_peak_2187,diff__wtElba3_q20__elba3Elba3_q20_peak_2188,diff__wtElba3_q20__elba3Elba3_q20_peak_2189			Insv_ChIPnexus_peak_4343a			
Merged-chr2L-15068025-3	chr2L	15067766	15068273	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_637	diff__wtElba3_q20__elba3Elba3_q20_peak_941			Insv_ChIPnexus_peak_1884			
Merged-chr2L-15113399-4	chr2L	15113269	15113554	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_641	diff__wtElba3_q20__elba3Elba3_q20_peak_942			Insv_ChIPnexus_peak_1888a,Insv_ChIPnexus_peak_1888b			
Merged-chr3L-11002200-4	chr3L	11001764	11002481	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_2490	diff__wtElba3_q20__elba3Elba3_q20_peak_3440a,diff__wtElba3_q20__elba3Elba3_q20_peak_3440b			Insv_ChIPnexus_peak_6829			
Merged-chr3L-11038430-3	chr3L	11038019	11038747	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2499	diff__wtElba3_q20__elba3Elba3_q20_peak_3445			Insv_ChIPnexus_peak_6839b			
Merged-chrX-4831386-5	chrX	4830812	4831718	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	5	diff__wtInsv_q20__insvInsv_q20_peak_4779a,diff__wtInsv_q20__insvInsv_q20_peak_4779b	diff__wtElba3_q20__elba3Elba3_q20_peak_6355			Insv_ChIPnexus_peak_12930a,Insv_ChIPnexus_peak_12930b			
Merged-chr3L-7878331-6	chr3L	7877385	7878999	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_2378a,diff__wtInsv_q20__insvInsv_q20_peak_2378b	diff__wtElba3_q20__elba3Elba3_q20_peak_3255			Insv_ChIPnexus_peak_6460a,Insv_ChIPnexus_peak_6460c,Insv_ChIPnexus_peak_6460d			
Merged-chrX-19074096-6	chrX	19073553	19074849	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_5578a,diff__wtInsv_q20__insvInsv_q20_peak_5578b	diff__wtElba3_q20__elba3Elba3_q20_peak_7208,diff__wtElba3_q20__elba3Elba3_q20_peak_7209			Insv_ChIPnexus_peak_14572b,Insv_ChIPnexus_peak_14573			
Merged-chr3L-11083541-3	chr3L	11083362	11083779	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2508	diff__wtElba3_q20__elba3Elba3_q20_peak_3455			Insv_ChIPnexus_peak_6853			
Merged-chr2L-16756622-4	chr2L	16756378	16756864	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_712	diff__wtElba3_q20__elba3Elba3_q20_peak_1029			Insv_ChIPnexus_peak_2080b,Insv_ChIPnexus_peak_2080c			
Merged-chr2L-16825057-3	chr2L	16824698	16825383	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_717	diff__wtElba3_q20__elba3Elba3_q20_peak_1031			Insv_ChIPnexus_peak_2090e			
Merged-chr3L-11162716-4	chr3L	11162332	11163079	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_2521	diff__wtElba3_q20__elba3Elba3_q20_peak_3469			Insv_ChIPnexus_peak_6874a,Insv_ChIPnexus_peak_6874b			
Merged-chr2L-18152540-4	chr2L	18152171	18152799	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_746	diff__wtElba3_q20__elba3Elba3_q20_peak_1060			Insv_ChIPnexus_peak_2179b,Insv_ChIPnexus_peak_2179c			
Merged-chr3L-12118279-3	chr3L	12118045	12118521	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2557	diff__wtElba3_q20__elba3Elba3_q20_peak_3528			Insv_ChIPnexus_peak_6996a			
Merged-chr2L-18737456-4	chr2L	18737129	18737736	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_771	diff__wtElba3_q20__elba3Elba3_q20_peak_1093			Insv_ChIPnexus_peak_2246a,Insv_ChIPnexus_peak_2246b			
Merged-chr2L-18839580-5	chr2L	18838809	18839916	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	5	diff__wtInsv_q20__insvInsv_q20_peak_777	diff__wtElba3_q20__elba3Elba3_q20_peak_1098a,diff__wtElba3_q20__elba3Elba3_q20_peak_1098b			Insv_ChIPnexus_peak_2256a,Insv_ChIPnexus_peak_2256b			
Merged-chr3L-12678041-3	chr3L	12677829	12678241	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2588	diff__wtElba3_q20__elba3Elba3_q20_peak_3563			Insv_ChIPnexus_peak_7071			
Merged-chr3L-12728599-5	chr3L	12727951	12729275	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	5	diff__wtInsv_q20__insvInsv_q20_peak_2592	diff__wtElba3_q20__elba3Elba3_q20_peak_3569a,diff__wtElba3_q20__elba3Elba3_q20_peak_3569b,diff__wtElba3_q20__elba3Elba3_q20_peak_3569c			Insv_ChIPnexus_peak_7084			
Merged-chr3L-8060239-10	chr3L	8059074	8061816	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	10	diff__wtInsv_q20__insvInsv_q20_peak_2388a,diff__wtInsv_q20__insvInsv_q20_peak_2388b,diff__wtInsv_q20__insvInsv_q20_peak_2388c,diff__wtInsv_q20__insvInsv_q20_peak_2388d,diff__wtInsv_q20__insvInsv_q20_peak_2388e	diff__wtElba3_q20__elba3Elba3_q20_peak_3271			Insv_ChIPnexus_peak_6496a,Insv_ChIPnexus_peak_6496b,Insv_ChIPnexus_peak_6496f,Insv_ChIPnexus_peak_6496j			
Merged-chr2L-155279-3	chr2L	154686	155614	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_4	diff__wtElba3_q20__elba3Elba3_q20_peak_9			Insv_ChIPnexus_peak_26			
Merged-chr3R-25081239-4	chr3R	25080811	25081981	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_4384a	diff__wtElba3_q20__elba3Elba3_q20_peak_5893			Insv_ChIPnexus_peak_11705a,Insv_ChIPnexus_peak_11705b			
Merged-chrX-8571027-4	chrX	8570804	8571327	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_5002	diff__wtElba3_q20__elba3Elba3_q20_peak_6579			Insv_ChIPnexus_peak_13398a,Insv_ChIPnexus_peak_13398b			
Merged-chrX-8615664-4	chrX	8615174	8616042	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_5005	diff__wtElba3_q20__elba3Elba3_q20_peak_6585			Insv_ChIPnexus_peak_13405b,Insv_ChIPnexus_peak_13405c			
Merged-chrX-8785796-3	chrX	8785600	8786100	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5011	diff__wtElba3_q20__elba3Elba3_q20_peak_6586			Insv_ChIPnexus_peak_13417b			
Merged-chrX-9126427-3	chrX	9126186	9126565	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5047	diff__wtElba3_q20__elba3Elba3_q20_peak_6619			Insv_ChIPnexus_peak_13471b			
Merged-chr3L-162188-8	chr3L	160464	163853	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_1998a,diff__wtInsv_q20__insvInsv_q20_peak_1998b,diff__wtInsv_q20__insvInsv_q20_peak_1998c,diff__wtInsv_q20__insvInsv_q20_peak_1998d,diff__wtInsv_q20__insvInsv_q20_peak_1998e	diff__wtElba3_q20__elba3Elba3_q20_peak_2787			Insv_ChIPnexus_peak_5538a,Insv_ChIPnexus_peak_5538b			
Merged-chrX-9552982-3	chrX	9552802	9553135	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5079	diff__wtElba3_q20__elba3Elba3_q20_peak_6649			Insv_ChIPnexus_peak_13520			
Merged-chrX-9672746-3	chrX	9672577	9673004	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5082	diff__wtElba3_q20__elba3Elba3_q20_peak_6655			Insv_ChIPnexus_peak_13531b			
Merged-chrX-10279149-3	chrX	10278882	10279362	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5098	diff__wtElba3_q20__elba3Elba3_q20_peak_6671			Insv_ChIPnexus_peak_13565			
Merged-chr2L-19166180-3	chr2L	19165977	19166345	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_804	diff__wtElba3_q20__elba3Elba3_q20_peak_1135			Insv_ChIPnexus_peak_2315			
Merged-chr2R-2549452-6	chr2R	2548304	2550040	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_1014	diff__wtElba3_q20__elba3Elba3_q20_peak_1409			Insv_ChIPnexus_peak_2945b,Insv_ChIPnexus_peak_2945c,Insv_ChIPnexus_peak_2945d,Insv_ChIPnexus_peak_2945e			
Merged-chr2L-2759726-5	chr2L	2758563	2761020	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	5	diff__wtInsv_q20__insvInsv_q20_peak_81a	diff__wtElba3_q20__elba3Elba3_q20_peak_155a,diff__wtElba3_q20__elba3Elba3_q20_peak_155b			Insv_ChIPnexus_peak_297c,Insv_ChIPnexus_peak_297d			
Merged-chr2R-2629372-3	chr2R	2629220	2629506	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1023	diff__wtElba3_q20__elba3Elba3_q20_peak_1416			Insv_ChIPnexus_peak_2957			
Merged-chr2L-19735924-5	chr2L	19735681	19736262	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	5	diff__wtInsv_q20__insvInsv_q20_peak_837	diff__wtElba3_q20__elba3Elba3_q20_peak_1174			Insv_ChIPnexus_peak_2395a,Insv_ChIPnexus_peak_2395b,Insv_ChIPnexus_peak_2395c			
Merged-chr2L-19935323-3	chr2L	19935093	19935538	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_846	diff__wtElba3_q20__elba3Elba3_q20_peak_1184			Insv_ChIPnexus_peak_2421			
Merged-chr2L-19936997-3	chr2L	19936596	19937321	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_847	diff__wtElba3_q20__elba3Elba3_q20_peak_1185			Insv_ChIPnexus_peak_2422			
Merged-chr3L-14065057-3	chr3L	14064798	14065414	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2657	diff__wtElba3_q20__elba3Elba3_q20_peak_3636			Insv_ChIPnexus_peak_7225a			
Merged-chr2R-13223298-5	chr2R	13222834	13223767	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	5	diff__wtInsv_q20__insvInsv_q20_peak_1599a,diff__wtInsv_q20__insvInsv_q20_peak_1599b	diff__wtElba3_q20__elba3Elba3_q20_peak_2224			Insv_ChIPnexus_peak_4430b,Insv_ChIPnexus_peak_4430c			
Merged-chr2R-3288569-3	chr2R	3288366	3288784	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1063	diff__wtElba3_q20__elba3Elba3_q20_peak_1442			Insv_ChIPnexus_peak_3030			
Merged-chr3L-14402715-4	chr3L	14402489	14403030	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_2676	diff__wtElba3_q20__elba3Elba3_q20_peak_3657a,diff__wtElba3_q20__elba3Elba3_q20_peak_3657b			Insv_ChIPnexus_peak_7279			
Merged-chr3L-14530669-3	chr3L	14530505	14530870	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2683	diff__wtElba3_q20__elba3Elba3_q20_peak_3662			Insv_ChIPnexus_peak_7306			
Merged-chr2R-3477676-3	chr2R	3477116	3478168	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1080	diff__wtElba3_q20__elba3Elba3_q20_peak_1473b			Insv_ChIPnexus_peak_3071			
Merged-chr2R-3843726-3	chr2R	3843454	3844287	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1096	diff__wtElba3_q20__elba3Elba3_q20_peak_1495			Insv_ChIPnexus_peak_3117			
Merged-chrX-5434514-8	chrX	5432734	5436129	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_4793a,diff__wtInsv_q20__insvInsv_q20_peak_4793b,diff__wtInsv_q20__insvInsv_q20_peak_4793c,diff__wtInsv_q20__insvInsv_q20_peak_4793d,diff__wtInsv_q20__insvInsv_q20_peak_4793e,diff__wtInsv_q20__insvInsv_q20_peak_4793f	diff__wtElba3_q20__elba3Elba3_q20_peak_6380			Insv_ChIPnexus_peak_12967			
Merged-chr3R-21283082-6	chr3R	21282341	21283828	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_4233a,diff__wtInsv_q20__insvInsv_q20_peak_4233b,diff__wtInsv_q20__insvInsv_q20_peak_4233c	diff__wtElba3_q20__elba3Elba3_q20_peak_5687			Insv_ChIPnexus_peak_11391c,Insv_ChIPnexus_peak_11391d			
Merged-chrX-10515847-3	chrX	10515680	10516020	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5107	diff__wtElba3_q20__elba3Elba3_q20_peak_6682			Insv_ChIPnexus_peak_13589			
Merged-chr3R-25151774-4	chr3R	25151461	25152240	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_4399a,diff__wtInsv_q20__insvInsv_q20_peak_4399b	diff__wtElba3_q20__elba3Elba3_q20_peak_5897			Insv_ChIPnexus_peak_11722b			
Merged-chrX-11510235-3	chrX	11510083	11510514	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5157	diff__wtElba3_q20__elba3Elba3_q20_peak_6753			Insv_ChIPnexus_peak_13712			
Merged-chrX-11589216-5	chrX	11588924	11589790	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	5	diff__wtInsv_q20__insvInsv_q20_peak_5167	diff__wtElba3_q20__elba3Elba3_q20_peak_6757a,diff__wtElba3_q20__elba3Elba3_q20_peak_6757b			Insv_ChIPnexus_peak_13723a,Insv_ChIPnexus_peak_13723b			
Merged-chrX-11608925-3	chrX	11608648	11609186	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5169	diff__wtElba3_q20__elba3Elba3_q20_peak_6762			Insv_ChIPnexus_peak_13727			
Merged-chrX-12097820-3	chrX	12097486	12098210	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5183	diff__wtElba3_q20__elba3Elba3_q20_peak_6791			Insv_ChIPnexus_peak_13783b			
Merged-chr2R-3860155-3	chr2R	3859850	3860664	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1101	diff__wtElba3_q20__elba3Elba3_q20_peak_1500			Insv_ChIPnexus_peak_3124			
Merged-chr2R-3951445-3	chr2R	3951112	3951918	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1111	diff__wtElba3_q20__elba3Elba3_q20_peak_1509			Insv_ChIPnexus_peak_3140			
Merged-chr2R-3967608-3	chr2R	3967358	3967986	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1115	diff__wtElba3_q20__elba3Elba3_q20_peak_1513			Insv_ChIPnexus_peak_3145			
Merged-chr2R-4010384-3	chr2R	4009785	4010729	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1119	diff__wtElba3_q20__elba3Elba3_q20_peak_1521			Insv_ChIPnexus_peak_3153b			
Merged-chr2R-4018809-3	chr2R	4018621	4018984	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1120	diff__wtElba3_q20__elba3Elba3_q20_peak_1522			Insv_ChIPnexus_peak_3155			
Merged-chr2R-5119041-4	chr2R	5118708	5119341	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_1162	diff__wtElba3_q20__elba3Elba3_q20_peak_1602			Insv_ChIPnexus_peak_3280b,Insv_ChIPnexus_peak_3280c			
Merged-chr2R-1648423-4	chr2R	1648267	1648601	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_973	diff__wtElba3_q20__elba3Elba3_q20_peak_1360			Insv_ChIPnexus_peak_2822a,Insv_ChIPnexus_peak_2822b			
Merged-chr3L-15948137-3	chr3L	15947861	15948424	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2778	diff__wtElba3_q20__elba3Elba3_q20_peak_3767			Insv_ChIPnexus_peak_7519			
Merged-chr2R-5313986-3	chr2R	5313826	5314148	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_1175	diff__wtElba3_q20__elba3Elba3_q20_peak_1616			Insv_ChIPnexus_peak_3299b			
Merged-chr2R-1855288-3	chr2R	1854981	1855559	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_982	diff__wtElba3_q20__elba3Elba3_q20_peak_1366			Insv_ChIPnexus_peak_2838b			
Merged-chr3L-16044249-3	chr3L	16044068	16044412	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2783	diff__wtElba3_q20__elba3Elba3_q20_peak_3782			Insv_ChIPnexus_peak_7544b			
Merged-chr3L-16121680-3	chr3L	16121492	16121899	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_2786	diff__wtElba3_q20__elba3Elba3_q20_peak_3795			Insv_ChIPnexus_peak_7557			
Merged-chr2R-2077753-4	chr2R	2077398	2078192	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_995	diff__wtElba3_q20__elba3Elba3_q20_peak_1388			Insv_ChIPnexus_peak_2885a,Insv_ChIPnexus_peak_2885b			
Merged-chr2R-5599781-4	chr2R	5599634	5600023	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	4	diff__wtInsv_q20__insvInsv_q20_peak_1196	diff__wtElba3_q20__elba3Elba3_q20_peak_1633			Insv_ChIPnexus_peak_3330a,Insv_ChIPnexus_peak_3330b			
Merged-chr2L-11971116-6	chr2L	11970766	11971436	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_521a,diff__wtInsv_q20__insvInsv_q20_peak_521b	diff__wtElba3_q20__elba3Elba3_q20_peak_799			Insv_ChIPnexus_peak_1540a,Insv_ChIPnexus_peak_1540c,Insv_ChIPnexus_peak_1540d			
Merged-chrX-13105366-5	chrX	13104585	13105821	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	5	diff__wtInsv_q20__insvInsv_q20_peak_5263	diff__wtElba3_q20__elba3Elba3_q20_peak_6844a,diff__wtElba3_q20__elba3Elba3_q20_peak_6844b,diff__wtElba3_q20__elba3Elba3_q20_peak_6844c			Insv_ChIPnexus_peak_13892b			
Merged-chrX-13457758-3	chrX	13457489	13458045	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	3	diff__wtInsv_q20__insvInsv_q20_peak_5285	diff__wtElba3_q20__elba3Elba3_q20_peak_6870			Insv_ChIPnexus_peak_13939			
